knit_version,unit_cost_yarn,machine,knit_price,modified,costing_exception_overridden,active,ship_to_processor,customer_service_rep,schedule_status,split_from,serial_number,sched_enter_by,status,ship_to,qty_ordered,bki,related_dye_order_plan,sched_done_by,purchase_order,job,id,qty_shipped,knitter,quoted_date,qty_G00,uom,requested_date,updated_by,instructions,seconds,qty_received,knit_start,sched_enter_dt,balance,sched_done_dt,internal_notes,note,created_date,created_by,close_dt,knit_style_base
"{'active': 1, 'id': 6123, 'created_date': '2025-05-19', 'version': 'LYC', 'act_yard_cut_wt': '10.80', 'knit_style_base': 2635, 'foreign_id': 8253, 'roll_size': '40', 'target_yard_cut_wt': '9.5', 'created_time': '13:45:48.375788', 'modified': '2025-05-27 11:25:29.839345', 'price': '1.00'}",2.17514,,1.00,2025-05-22 15:41:10.037,0,1,,2,,,K2505060,10,Open,,80,,,,,32214,6238,,1,,79.6,lbs,2025-05-23,10,Celanese,,79.6,2025-05-21,2025-05-19 13:53:20.323692,0.400000000000006,,,,2025-05-19 13:53:20.323692,10,,"{'id': 2635, 'active': 1, 'foreign_id': 4335, 'base_style': 'CF5321', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'id': 6111, 'active': 1, 'created_date': '2025-05-14', 'version': 'M2125', 'act_yard_cut_wt': '9.80', 'knit_style_base': 2635, 'foreign_id': 8237, 'roll_size': '40', 'target_yard_cut_wt': '9.5', 'created_time': '09:55:02.30224', 'modified': '2025-05-27 11:21:55.999933', 'price': '1.00'}",0.91451,,1.00,2025-05-24 17:26:09.620032,0,1,,2,,,K2505049,10,Open,,320,,,,,32143,6227,40.7,1,,209.7,lbs,2025-05-16,10,Celanese,6.6,243.8,2025-05-21,2025-05-16 12:20:35.931379,76.2,,,,2025-05-16 12:20:35.931379,10,,"{'foreign_id': 4335, 'active': 1, 'id': 2635, 'base_style': 'CF5321', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'target_yard_cut_wt': '7.85', 'created_time': '13:52:25.277991', 'modified': '2024-03-20 23:41:47.755489', 'price': '0.85', 'foreign_id': 5689, 'roll_size': '50', 'act_yard_cut_wt': '6.54', 'knit_style_base': 1210, 'active': 1, 'id': 3919, 'created_date': '2022-11-01', 'version': '2'}",2.18,,0.85,2025-09-02 10:59:06.459057,0,1,5.0,2,,,K2505016,10,Open,,7200,,8592.0,,October FC,31973,6194,4681.2,1,,91.1,lbs,2025-07-04,10,Beehive / 210771 / 16 PC Lots,8.2,4764.1,2025-05-08,2025-05-07 14:04:27.143993,2435.9,,,,2025-05-07 14:04:27.143993,10,,"{'foreign_id': 2440, 'id': 1210, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'BEEH - BEEHIVE CLOTHING', 'created_time': None, 'base_style': 'JB38'}"
"{'created_time': '16:57:13.218239', 'target_yard_cut_wt': '10.75', 'price': '0.85', 'modified': '2025-03-17 13:46:56.681316', 'foreign_id': 5882, 'roll_size': '50', 'act_yard_cut_wt': '9.90', 'knit_style_base': 2229, 'active': 1, 'id': 4090, 'version': '0', 'created_date': '2023-01-11'}",8.97,111,0.85,2025-08-30 08:31:14.017,0,1,1.0,1,Required,,K2505012,9,Open,,5600,,,,,31947,6190,3350.6,1,,424.8,lbs,2025-05-23,9,,256.3,3519.1,2025-05-07,2025-05-06 08:48:45.313816,2080.9,,,,2025-05-06 08:48:45.313816,9,,"{'base_style': '1874', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'foreign_id': 3808, 'active': 1, 'id': 2229}"
"{'created_time': '11:50:41.8658', 'target_yard_cut_wt': '29.85', 'price': '1.25', 'modified': '2025-09-05 09:32:30.247264', 'foreign_id': 8404, 'roll_size': '250', 'act_yard_cut_wt': '31.50', 'knit_style_base': 2618, 'id': 6247, 'active': 1, 'version': '2A', 'created_date': '2025-07-22'}",2.87262,205,1.25,2025-09-09 19:41:09.802014,0,1,,19,Required,,K2505010,72,Open,,6250,45307,8587.0,,,31934,6188,6758.9,1,2025-12-01,,lbs,2025-12-01,72,,247.1,6511.8,2025-08-01,2025-05-05 14:02:55.370987,0,,,,2025-05-05 14:02:55.370987,72,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4078', 'active': 1, 'id': 2618, 'foreign_id': 4304}"
"{'id': 6065, 'active': 1, 'created_date': '2025-04-15', 'version': '1', 'act_yard_cut_wt': '45.15', 'knit_style_base': 3397, 'foreign_id': 8175, 'roll_size': '50', 'target_yard_cut_wt': '47.75', 'created_time': '08:00:34.691529', 'modified': '2025-09-02 13:31:47.403395', 'price': '1.25'}",0.97983,201,1.25,2025-08-29 12:59:57.099741,0,1,,19,Complete,,K2504043,72,Open,,500,44705,,,,31638,6150,299,1,2025-04-18,237.4,lbs,2025-04-18,72,,89.6,476.4,2025-04-17,2025-04-16 16:30:23.366949,23.6,,,,2025-04-16 16:30:23.366949,72,,"{'id': 3397, 'active': 1, 'foreign_id': 5312, 'base_style': 'CEE4690A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'act_yard_cut_wt': '12.20', 'knit_style_base': 3396, 'id': 6064, 'active': 1, 'created_date': '2025-04-11', 'version': '0', 'target_yard_cut_wt': '12.00', 'created_time': '16:34:31.051656', 'modified': '2025-07-21 10:08:45.403842', 'price': None, 'foreign_id': 8173, 'roll_size': '40'}",0,109,0.00,2025-07-17 14:01:11.090041,0,1,4.0,1,Required,,K2504042,9,Open,,80,,,,,31629,6149,98.2,1,,,lbs,2025-05-02,9,Free of charge sample for Kermel,20.1,78.1,2025-04-21,2025-04-16 12:53:53.930805,1.90000000000001,,,,2025-04-16 12:53:53.930805,9,,"{'active': 1, 'id': 3396, 'foreign_id': 5311, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5494'}"
"{'knit_style_base': 3387, 'act_yard_cut_wt': '8.9', 'version': '0', 'created_date': '2025-04-08', 'active': 1, 'id': 6053, 'price': None, 'modified': '2025-05-20 09:02:19.962971', 'created_time': '16:36:04.697067', 'target_yard_cut_wt': '8.3', 'roll_size': '30', 'foreign_id': 8161}",2.13,44,0.00,2025-04-29 13:47:30.622466,0,1,,1,Required,,K2504024,9,Open,,90,,,,,31502,6131,97.0,1,,90.7,lbs,2025-04-25,80,,56.9,130.8,2025-04-14,2025-04-09 12:50:33.431948,0,,,,2025-04-09 12:50:33.431948,9,,"{'id': 3387, 'active': 1, 'foreign_id': 5301, 'base_style': 'CF5493', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'foreign_id': 8162, 'roll_size': '30', 'target_yard_cut_wt': '10.00', 'created_time': '16:49:36.458239', 'modified': '2025-05-20 14:54:47.875585', 'price': None, 'id': 6054, 'active': 1, 'created_date': '2025-04-08', 'version': '0', 'act_yard_cut_wt': '9.55', 'knit_style_base': 3388}",2.33831,34,0.00,2025-04-24 09:26:14.565981,0,1,,1,Required,,K2504021,9,Open,,90,,,,,31499,6128,33.1,1,,90.7,lbs,2025-04-18,80,,0.7,123.1,2025-04-11,2025-04-09 10:36:17.915584,0,,,,2025-04-09 10:36:17.915584,9,,"{'foreign_id': 5302, 'active': 1, 'id': 3388, 'base_style': 'CF5491', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}"
"{'created_date': '2025-04-08', 'version': 'BB', 'active': 1, 'id': 6051, 'knit_style_base': 614, 'act_yard_cut_wt': '12.05', 'roll_size': '50', 'foreign_id': 8159, 'modified': '2025-07-25 12:58:44.90066', 'price': '0.80', 'target_yard_cut_wt': '11.00', 'created_time': '11:36:16.78898'}",7.87144,116,0.80,2025-08-13 14:16:10.973194,0,1,1.0,1,Required,6072.0,K2504019,9,Open,,8200,,,,,30219,6126,7145.2,1,,0,lbs,2025-06-27,9,,571.7,6573.5,2025-07-21,2025-04-08 11:49:07.885927,1626.5,,,,2025-04-08 11:49:07.885927,9,,"{'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '71246', 'id': 614, 'active': 1, 'foreign_id': 495}"
"{'created_date': '2025-03-20', 'version': '0', 'id': 6019, 'active': 1, 'knit_style_base': 3370, 'act_yard_cut_wt': '12.50', 'roll_size': '40', 'foreign_id': 8121, 'modified': '2025-03-27 15:03:54.652755', 'price': '0.00', 'target_yard_cut_wt': '16.00', 'created_time': '11:52:50.294566'}",5.888568,228,0.00,2025-03-31 08:01:10.777348,0,1,4.0,1,Required,,K2503077,9,Open,,80,,,,,31158,6077,90.3,1,,,lbs,2025-03-28,9,,,90.3,2025-03-24,2025-03-20 12:26:56.600432,0,,,,2025-03-20 12:26:56.600432,9,,"{'base_style': 'CF5488', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3370, 'active': 1, 'foreign_id': 5283}"
"{'knit_style_base': 3369, 'act_yard_cut_wt': '21.75', 'version': '0', 'created_date': '2025-03-19', 'active': 1, 'id': 6014, 'price': '0.00', 'modified': '2025-07-15 11:47:16.455281', 'created_time': '12:03:10.798793', 'target_yard_cut_wt': '22.25', 'roll_size': '40', 'foreign_id': 8115}",7.904776,49,0.00,2025-04-11 12:31:11.34005,0,1,4.0,1,Required,,K2503076,9,Open,,80,,,,,31157,6076,132.2,1,,0,lbs,2025-03-28,9,,52.7,79.5,2025-03-21,2025-03-20 12:22:52.731807,0.5,,,,2025-03-20 12:22:52.731807,9,,"{'foreign_id': 5281, 'id': 3369, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5487'}"
"{'roll_size': '50', 'foreign_id': 8105, 'modified': '2025-06-10 09:39:29.92865', 'price': '0.85', 'target_yard_cut_wt': '10.75', 'created_time': '13:26:23.585938', 'created_date': '2025-03-17', 'version': 'B', 'active': 1, 'id': 6004, 'knit_style_base': 2229, 'act_yard_cut_wt': '9.90'}",9.65,111,0.85,2025-09-12 19:16:23.508742,0,1,1.0,1,Required,,K2503064,9,Open,,4000,,8419.0,,250084,31056,6064,57.9,1,,1567.8,lbs,2025-06-06,9,,57.9,1567.8,2025-07-28,2025-03-17 13:31:41.063123,2432.2,,,,2025-03-17 13:31:41.063123,9,,"{'active': 1, 'id': 2229, 'foreign_id': 3808, 'base_style': '1874', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'version': '1', 'created_date': '2025-03-12', 'active': 1, 'id': 5993, 'knit_style_base': 3358, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8090, 'price': '1.00', 'modified': '2025-04-01 11:32:49.826515', 'created_time': '11:04:17.692824', 'target_yard_cut_wt': '22.9'}",2.681305,13,1.00,2025-04-01 11:33:00.50328,0,1,,16,Required,,K2503050,80,Open,,50,44487,8399.0,,,30981,6050,,1,,,lbs,2025-03-21,80,,,0,2025-03-17,2025-03-12 16:39:38.202515,50,,,,2025-03-12 16:39:38.202515,80,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CMR4659A', 'foreign_id': 5265, 'id': 3358, 'active': 1}"
"{'created_time': '08:24:06.287443', 'target_yard_cut_wt': '16.00', 'price': None, 'modified': '2025-03-27 15:04:32.013132', 'foreign_id': 8084, 'roll_size': '40', 'act_yard_cut_wt': '13.85', 'knit_style_base': 3352, 'id': 5987, 'active': 1, 'version': '0', 'created_date': '2025-03-11'}",5.93211,228,0.00,2025-03-24 12:56:08.595512,0,1,4.0,1,Required,,K2503041,9,Open,,80,,,,,30931,6041,76.8,1,,,lbs,2025-03-21,9,,,76.8,2025-03-12,2025-03-11 11:13:27.044223,3.2,,,,2025-03-11 11:13:27.044223,9,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5482', 'foreign_id': 5259, 'id': 3352, 'active': 1}"
"{'target_yard_cut_wt': '21.5', 'created_time': '11:04:10.576933', 'modified': '2025-04-01 11:30:01.178366', 'price': '1.00', 'foreign_id': 8054, 'roll_size': '50', 'act_yard_cut_wt': None, 'knit_style_base': 3340, 'active': 1, 'id': 5961, 'created_date': '2025-02-24', 'version': '1'}",7.475962,13,1.00,2025-04-01 11:30:14.035881,0,1,,16,Required,,K2502101,80,Open,,50,44404,,,,30771,5998,,1,,,lbs,2025-03-14,80,,,0,2025-03-03,2025-02-28 11:30:29.462314,50,,,,2025-02-28 11:30:29.462314,80,,"{'foreign_id': 5244, 'active': 1, 'id': 3340, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CMR4649A'}"
"{'modified': '2024-02-22 08:45:10.369645', 'price': '0.60', 'target_yard_cut_wt': '24.5', 'created_time': '11:46:10.770839', 'roll_size': '80', 'foreign_id': 2912, 'knit_style_base': 691, 'act_yard_cut_wt': '29.04', 'created_date': '2020-08-25', 'version': '1', 'id': 1767, 'active': 1}",4.05427,45,0.60,2025-09-04 23:16:10.195584,0,1,3.0,1,Required,,K2502048,9,Open,,16100,,8273.0,,,30441,5945,16243.2,1,,0,lbs,2025-03-28,9,,108.3,16134.9,2025-07-07,2025-02-12 15:16:49.225452,0,,,,2025-02-12 15:16:49.225452,9,,"{'foreign_id': 221, 'id': 691, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '721SM0627'}"
"{'created_date': '2022-07-19', 'version': '20ST2', 'id': 3480, 'active': 1, 'knit_style_base': 1812, 'act_yard_cut_wt': '9.64', 'roll_size': '40', 'foreign_id': 5176, 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413'}",3.2608,124,1.20,2025-09-12 19:56:08.790445,0,1,,1,Required,,K2502021,9,Open,261.0,37600,,,,56481,30295,5918,23227.6,1,,3001.8,lbs,2025-05-30,9,,158.8,26070.6,2025-08-25,2025-02-06 09:57:28.670055,11529.4,,,,2025-02-06 09:57:28.670055,9,,"{'foreign_id': 260, 'id': 1812, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'base_style': '180001'}"
"{'foreign_id': 6990, 'roll_size': '40', 'target_yard_cut_wt': '9.85', 'created_time': '13:20:42.202445', 'modified': '2025-02-18 13:35:13.465514', 'price': '1.00', 'id': 5030, 'active': 1, 'created_date': '2023-12-20', 'version': 'ST2', 'act_yard_cut_wt': '10.70', 'knit_style_base': 2843}",3.45806,117,1.00,2025-09-12 19:36:13.93129,0,1,,1,Required,,K2502016,9,Open,261.0,16520,,,,56475,30260,5913,14365.6,1,,2478.8,lbs,2025-04-25,9,,142.7,16701.7,2025-08-04,2025-02-05 12:01:22.332764,0,,,,2025-02-05 12:01:22.332764,9,,"{'base_style': '910001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'foreign_id': 299, 'active': 1, 'id': 2843}"
"{'act_yard_cut_wt': '10.22', 'knit_style_base': 765, 'active': 1, 'id': 5107, 'version': 'B', 'created_date': '2024-01-31', 'created_time': '15:49:41.0976', 'target_yard_cut_wt': '8.75', 'price': '0.75', 'modified': '2025-09-11 08:36:31.101736', 'foreign_id': 7079, 'roll_size': '50'}",7.35,44,0.75,2025-09-12 17:51:11.23789,0,1,1.0,1,Required,,K2502005,9,Open,,27200,,,,,30218,5902,19129.4,1,,1385.0,lbs,2025-04-25,9,,289.7,20425.0,2025-08-11,2025-02-04 09:27:25.357618,6775,,,,2025-02-04 09:27:25.357618,9,,"{'foreign_id': 716, 'id': 765, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'base_style': 'DFF446J'}"
"{'modified': '2025-02-26 10:04:30.229652', 'price': '1.20', 'target_yard_cut_wt': '7.50', 'created_time': '10:26:27.207204', 'roll_size': '58', 'foreign_id': 7112, 'knit_style_base': 2375, 'act_yard_cut_wt': '7.06', 'created_date': '2024-02-19', 'version': 'STR', 'active': 1, 'id': 5137}",1.95,249,1.20,2025-08-19 15:21:26.241039,0,1,4.0,1,Required,,K2501090,9,Open,,9280,,,,,30142,5896,,1,,,lbs,2025-11-03,9,,,0,2025-10-01,2025-01-30 16:19:45.439057,9280,,,,2025-01-30 16:19:45.439057,9,,"{'active': 1, 'id': 2375, 'foreign_id': 3980, 'base_style': 'CF5261', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'act_yard_cut_wt': '7.06', 'knit_style_base': 2375, 'active': 1, 'id': 5137, 'version': 'STR', 'created_date': '2024-02-19', 'created_time': '10:26:27.207204', 'target_yard_cut_wt': '7.50', 'price': '1.20', 'modified': '2025-02-26 10:04:30.229652', 'foreign_id': 7112, 'roll_size': '58'}",1.95,241,1.20,2025-08-19 15:21:55.964742,0,1,4.0,1,Required,,K2501089,9,Open,,9280,,,,,30141,5895,731.2,1,,0,lbs,2025-11-03,9,,167.0,564.2,2025-10-01,2025-01-30 16:18:58.594558,8715.8,,,,2025-01-30 16:18:58.594558,9,,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5261', 'active': 1, 'id': 2375, 'foreign_id': 3980}"
"{'created_date': '2024-02-19', 'version': 'STR', 'active': 1, 'id': 5137, 'knit_style_base': 2375, 'act_yard_cut_wt': '7.06', 'roll_size': '58', 'foreign_id': 7112, 'modified': '2025-02-26 10:04:30.229652', 'price': '1.20', 'target_yard_cut_wt': '7.50', 'created_time': '10:26:27.207204'}",1.95,232,1.20,2025-08-19 15:22:36.79257,0,1,4.0,1,Required,,K2501088,9,Open,,9280,,8219.0,,,30140,5894,,1,,,lbs,2025-11-01,9,,,0,2025-10-01,2025-01-30 16:16:19.643625,9280,,,,2025-01-30 16:16:19.643625,9,,"{'foreign_id': 3980, 'id': 2375, 'active': 1, 'base_style': 'CF5261', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'created_date': '2024-12-09', 'version': '0', 'id': 5839, 'active': 1, 'knit_style_base': 3270, 'act_yard_cut_wt': '14.48', 'roll_size': '50', 'foreign_id': 7909, 'modified': '2024-12-18 14:09:30.986053', 'price': '0.00', 'target_yard_cut_wt': '15.00', 'created_time': '12:03:46.86842'}",6.630764,55,0.00,2024-12-13 18:31:10.209983,0,1,4.0,1,Required,,K2412023,9,Open,,50,,,,,29131,5758,47.6,1,,,lbs,2024-12-13,9,,,47.6,2024-12-10,2024-12-09 12:49:22.421393,2.4,,,,2024-12-09 12:49:22.421393,9,,"{'base_style': 'CF5463', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 5167, 'active': 1, 'id': 3270}"
"{'roll_size': '25', 'foreign_id': 7905, 'modified': '2024-12-18 14:44:59.286688', 'price': None, 'target_yard_cut_wt': '11.00', 'created_time': '11:12:33.740242', 'created_date': '2024-12-06', 'version': '2', 'active': 1, 'id': 5835, 'knit_style_base': 3267, 'act_yard_cut_wt': '10.00'}",6.511247,85,0.00,2024-12-11 23:21:13.015895,0,1,4.0,1,Required,,K2412019,9,Open,,25,,,,,29107,5754,26.1,1,,,lbs,2024-12-13,9,,,26.1,2024-12-09,2024-12-06 13:28:21.79594,0,,,,2024-12-06 13:28:21.79594,9,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5461', 'active': 1, 'id': 3267, 'foreign_id': 5164}"
"{'act_yard_cut_wt': '9.90', 'knit_style_base': 3267, 'id': 5834, 'active': 1, 'version': '1', 'created_date': '2024-12-06', 'created_time': '10:28:49.383238', 'target_yard_cut_wt': '11.00', 'price': None, 'modified': '2024-12-19 10:52:07.142172', 'foreign_id': 7904, 'roll_size': '25'}",6.800151,85,0.00,2024-12-12 10:56:08.469607,0,1,4.0,1,Partial,,K2412018,9,Open,,25,,,,,29106,5753,36.7,1,,0,lbs,2024-12-13,9,,8.2,28.5,2024-12-09,2024-12-06 13:27:24.39545,0,,,,2024-12-06 13:27:24.39545,9,,"{'foreign_id': 5164, 'id': 3267, 'active': 1, 'base_style': 'CF5461', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}"
"{'price': None, 'modified': '2024-12-18 14:44:22.248174', 'created_time': '14:11:59.410887', 'target_yard_cut_wt': '8.00', 'roll_size': '40', 'foreign_id': 7896, 'knit_style_base': 3263, 'act_yard_cut_wt': '10.25', 'version': '0', 'created_date': '2024-12-04', 'id': 5826, 'active': 1}",5.44424,100,0.00,2024-12-13 14:26:09.637853,0,1,4.0,1,Required,,K2412014,9,Open,,80,,8044.0,,,29075,5749,101.8,1,,,lbs,2024-12-13,9,,22.7,79.1,2024-12-06,2024-12-05 10:53:32.532329,0.900000000000006,,,,2024-12-05 10:53:32.532329,9,,"{'base_style': 'CF5462', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3263, 'active': 1, 'foreign_id': 5160}"
"{'version': '0', 'created_date': '2024-11-27', 'active': 1, 'id': 5820, 'knit_style_base': 3260, 'act_yard_cut_wt': '11.95', 'roll_size': '35', 'foreign_id': 7886, 'price': '0.00', 'modified': '2024-12-17 10:50:49.845046', 'created_time': '16:31:42.43983', 'target_yard_cut_wt': '12.00'}",8.412298,113,0.00,2024-12-09 10:41:09.439728,0,1,4.0,1,Required,,K2412008,9,Open,,35,,,,,29010,5743,34.7,1,,,lbs,2024-12-06,9,,,34.7,2024-12-05,2024-12-03 11:25:18.922307,0.299999999999997,,,,2024-12-03 11:25:18.922307,9,,"{'base_style': 'CF5451', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 5154, 'active': 1, 'id': 3260}"
"{'knit_style_base': 3248, 'act_yard_cut_wt': '20.95', 'created_date': '2024-11-21', 'version': '0', 'id': 5805, 'active': 1, 'modified': '2025-01-13 13:20:28.322147', 'price': '0.00', 'target_yard_cut_wt': '20.50', 'created_time': '08:59:01.34548', 'roll_size': '50', 'foreign_id': 7867}",4.558587,133,0.00,2024-12-03 08:01:10.417924,0,1,4.0,1,Required,,K2411053,9,Open,,50,,,,,28824,5710,101.5,1,,,lbs,2024-11-22,9,,,101.5,2024-11-21,2024-11-21 10:42:16.934776,0,,,,2024-11-21 10:42:16.934776,9,,"{'active': 1, 'id': 3248, 'foreign_id': 5140, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5446'}"
"{'knit_style_base': 3236, 'act_yard_cut_wt': '12.35', 'created_date': '2024-11-15', 'version': 'BKT2', 'id': 5795, 'active': 1, 'modified': '2024-11-26 14:54:51.999498', 'price': None, 'target_yard_cut_wt': '12.00', 'created_time': '11:20:44.710184', 'roll_size': '10', 'foreign_id': 7857}",5.5,150,0.00,2024-11-18 08:11:10.288995,0,1,3.0,1,Required,,K2411041,9,Open,,10,,7961.0,,,28707,5698,34.9,1,,,lbs,2024-11-15,9,,,34.9,2024-11-15,2024-11-15 11:34:33.594029,0,,,,2024-11-15 11:34:33.594029,9,,"{'active': 1, 'id': 3236, 'foreign_id': 5116, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5439'}"
"{'price': None, 'modified': '2024-11-25 13:43:56.665317', 'created_time': '08:18:54.420956', 'target_yard_cut_wt': '12.00', 'roll_size': '30', 'foreign_id': 7846, 'knit_style_base': 3236, 'act_yard_cut_wt': '12.30', 'version': '0', 'created_date': '2024-11-13', 'id': 5784, 'active': 1}",5.5,150,0.00,2024-11-14 08:26:09.13103,0,1,3.0,1,Required,,K2411029,9,Open,,30,,7952.0,,,28648,5686,26.8,1,2024-11-13,,lbs,2024-11-13,9,,,26.8,2024-11-13,2024-11-13 08:56:59.107143,3.2,,,,2024-11-13 08:56:59.107143,9,,"{'foreign_id': 5116, 'active': 1, 'id': 3236, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5439'}"
"{'price': None, 'modified': '2024-11-27 15:05:36.438133', 'created_time': '11:08:48.578905', 'target_yard_cut_wt': '8.00', 'roll_size': '30', 'foreign_id': 7283, 'knit_style_base': 2965, 'act_yard_cut_wt': '10.35', 'version': '0', 'created_date': '2024-04-30', 'active': 1, 'id': 5284}",0.428414,113,0.00,2024-11-15 08:16:15.397751,0,1,3.0,1,Required,,K2411028,9,Open,,30,,7951.0,,,28647,5685,63.2,1,,,lbs,2024-11-13,9,,,63.2,2024-11-13,2024-11-13 08:38:08.457716,0,,,,2024-11-13 08:38:08.457716,9,,"{'foreign_id': 4773, 'active': 1, 'id': 2965, 'base_style': 'CF5405', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
