Desc#,QS Cust,Supplier,Description,Color,Beginning Balance,Received,Consumed,Adjustments,Theoretical Balance,Misc,On Order,Allocated,Planning Balance,Reconcile Date,Cost/Pound,Total Cost
18744,CFAB,UNIFI,1/50/36 100% Polyester Natural 56TNTS,Natural,711.30,,0.00,,711.30,,0.00,0.00,711.30,2025-06-27,$0.95 ,$675.74 
18745,CFAB,UNIFI,2/70/72 100% Polyester Natural 56TSTS,Natural,"1,137.60",,0.00,,"1,137.60",,0.00,-150.00,987.60,2025-06-27,$0.00 ,$0.00 
18747,CFAB,PARKDALE YARN MILLS,30/1 90/10 Combed Cotton/Polyester Black 10% RS,Black 10%,170.00,,-7.71,,162.29,,0.00,0.00,162.29,2025-06-27,$3.22 ,$522.56 
18748,CFAB,PARKDALE YARN MILLS,20/1 90/10 Karded Cotton/Polyester Black 65% RS,Black 65%,917.70,,0.00,,917.70,,0.00,0.00,917.70,2025-06-27,$2.69 ,"$2,468.61 "
18749,CFAB,CS AMERICA,2/100/36 100% Polyester Semi Dull 2H Set Sim,Semi Dull,"1,418.00",,0.00,,"1,418.00",,0.00,0.00,"1,418.00",2025-06-27,$1.86 ,"$2,637.48 "
18750,CFAB,AKRA POLYESTER GROUP/DAK,1/167/36 100% Polyester Natural Recycled,Natural,339.30,,0.00,,339.30,,0.00,0.00,339.30,2025-06-27,$1.77 ,$600.56 
18751,CFAB,AKRA POLYESTER GROUP/DAK,2/300/72 100% Polyester Natural Recycled,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.68 ,$0.00 
18752,CFAB,PT INDORAMA INDONESIA,1/75/36 100% Polyester Semi Dull Z Textured  Raw White,Semi Dull,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.45 ,$0.00 
18753,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Sandstone 4015-01670,Sandstone,583.00,,0.00,,583.00,CT,0.00,-143.00,440.00,2025-06-27,$3.36 ,"$1,958.88 "
18754,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Cafe Au Lait 4015-01669,Cafe Au Lait,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18755,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Shamrock 4015-01668,Shamrock,126.00,,0.00,,126.00,CT,0.00,0.00,126.00,2025-06-27,$3.36 ,$423.36 
18756,CFAB,VERTEX,1/300/120 100% Polyethylene Sky Blue Melange,Sky Blue,"1,634.00",,0.00,,"1,634.00",CT,0.00,0.00,"1,634.00",2025-06-27,$7.29 ,"$11,911.86 "
18757,CFAB,MUTU GADING TEKSTIL,1/300/72 100% Polyester Semi Dull,Semi Dull,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.10 ,$0.00 
18758,CFAB,PREMIERE FIBERS INC,1/100/34 100% Nylon Semi Dull RNDFDY,Semi Dull,"3,385.40",,"-1,077.35",,"2,308.05",,0.00,-498.14,"1,809.91",2025-06-27,$3.59 ,"$8,285.89 "
18759,CFAB,UNIFI,1/150/34 100% Polyester Black SETTS,Black,119.00,,0.00,,119.00,,0.00,0.00,119.00,2025-06-27,$1.87 ,$222.53 
18760,CFAB,SPUNLAB,24/1 80/20 Celliant/Polyester Natural 2.3 Denier,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$5.79 ,$0.00 
18761,CFAB,MINIFIBERS,1/150/50 100 Polyethylene White Dull LLDPE - MUST HAVE APPROVAL TO USE THIS YARN AJ,White Dull,19.00,,0.00,,19.00,CT,0.00,0.00,19.00,2025-06-27,$5.24 ,$99.56 
18762,CFAB,PARKDALE YARN MILLS,20/1 60/40 Combed Cotton/Polyester Natural,Natural,"2,033.00",,0.00,,"2,033.00",,0.00,0.00,"2,033.00",2025-06-27,$2.40 ,"$4,879.20 "
18763,CFAB,MUTU GADING TEKSTIL,2/300/68 100% Polyester Semi Dull LIM (Low Intermingle) SH (Single Heater),Semi Dull,"12,838.60","61,749.00","-51,704.03",,"22,883.57",CT,"31,817.00","-48,360.17","6,340.39",2025-06-27,$1.18 ,"$27,002.61 "
18764,CFAB,The LYCRA Company LLC,1/105 100% Lycra Semi Bright,Semi Bright,183.00,,0.00,,183.00,,0.00,0.00,183.00,2025-06-27,$10.15 ,"$1,857.45 "
18765,CFAB,OMARA TEXTILES,1/150/36 100% Polyester NEW INDIGO A840,NEW INDIGO,93.00,,0.00,,93.00,CT,0.00,0.00,93.00,2025-06-27,$3.80 ,$353.40 
18766,CFAB,OMARA TEXTILES,1/150/36 100% Polyester Aqua A487,Aqua,"1,120.00",,0.00,,"1,120.00",,0.00,0.00,"1,120.00",2025-06-27,$3.40 ,"$3,808.00 "
18767,CFAB,UNIFI,1/150/34 100% Polyester Black SETNTS,Black,"2,272.60",566.00,-126.21,,"2,712.39",,0.00,"-1,224.42","1,487.97",2025-06-27,$2.40 ,"$6,509.74 "
18768,CFAB,CS AMERICA,1/100/144 100% Polyester Semi Dull,Semi Dull,224.00,,0.00,,224.00,,0.00,0.00,224.00,2025-06-27,$2.10 ,$470.40 
18770,CFAB,SPUNLAB,28/1 78/22 Modacrylic/Rayon Natural FR Rayon RS,Natural,"8,210.20",,"-4,545.18",,"3,665.02",,0.00,"-4,518.79",-853.77,2025-06-27,$8.97 ,"$32,875.27 "
18771,CFAB,CS AMERICA,1/150/96 100% Polyester Semi Dull,Semi Dull,"2,781.70","8,038.00","-9,228.26",,"1,591.44",,"12,000.00",-90.25,"13,501.18",2025-06-27,$1.87 ,"$2,975.98 "
18773,CFAB,VERTEX,1/300/120 100% Polyethylene Haze Melange,Haze Melange,"1,566.00",,"-1,158.76",,407.24,CT,0.00,0.00,407.24,2025-06-27,$7.44 ,"$3,029.85 "
18774,CFAB,PARKDALE YARN MILLS,28/1 78/22 Modacrylic/Rayon Natural MVS,Natural,264.10,"3,187.00","-2,139.67",,"1,311.43",,0.00,"-1,019.30",292.13,2025-06-27,$9.44 ,"$12,379.86 "
18775,CFAB,AKRA POLYESTER GROUP/DAK,1/70/36 100% Polyester Semi Dull SET,Semi Dull,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.15 ,$0.00 
18776,CFAB,VERTEX,1/300/120 100% Polyethylene Argent Melange,Argent,"1,174.00",,-13.06,,"1,160.94",CT,0.00,0.00,"1,160.94",2025-06-27,$7.45 ,"$8,649.01 "
18778,CFAB,PARKDALE YARN MILLS,30/1 65/35 PO/KP Natural OE,Natural,679.00,,0.00,,679.00,,0.00,0.00,679.00,2025-06-27,$1.83 ,"$1,242.57 "
18779,CFAB,PARKDALE YARN MILLS,30/1 100% Polyester Natural MVS,Natural,"2,921.00",,0.00,,"2,921.00",,0.00,0.00,"2,921.00",2025-06-27,$2.07 ,"$6,046.47 "
18780,CFAB,ITOCHU,1/220/180 100% Polyethylene Natural,Natural,53.00,,0.00,,53.00,,0.00,0.00,53.00,2025-06-27,$0.00 ,$0.00 
18781,CFAB,ITOCHU,1/440/360 100% Polyethylene Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18782,CFAB,DECA GLOBAL,30/1 100% Combed Cotton Natural Organic RS,Natural,192.00,,0.00,,192.00,CT,0.00,0.00,192.00,2025-06-27,$3.40 ,$652.80 
18783,CFAB,CS AMERICA,1/75/48 100% Polyester Natural Ecotech PCR - B grade whites only recycled RS,Natural,630.00,,0.00,,630.00,,0.00,0.00,630.00,2025-06-27,$1.38 ,$869.40 
18784,CFAB,R BELDA LLORENS,30/1 50/50 Polyester/Reclaimed Cotton Azulon recyled poly/recycled cotton V165,Azulon,206.00,,0.00,,206.00,CT,0.00,0.00,206.00,2025-06-27,$3.46 ,$712.76 
18785,CFAB,VERTEX,1/300/120 100% Polyethylene Dark Grey,Dark Grey,"1,130.00","1,188.00","-1,117.75",,"1,200.25",CT,"9,152.00",0.00,"10,352.25",2025-06-27,$8.12 ,"$9,746.00 "
18786,CFAB,MINIFIBERS,1/150/50 100% Polyethylene Smoke MUST HAVE APPROVAL TO USE THIS YARN,Smoke,25.00,,0.00,,25.00,,0.00,0.00,25.00,2025-06-27,$0.00 ,$0.00 
18787,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Dawn Grey,Dawn Grey,"4,175.00",,0.00,,"4,175.00",CT,0.00,0.00,"4,175.00",2025-06-27,$3.36 ,"$14,028.00 "
18788,CFAB,CS AMERICA,1/75/48 100% Polyester Semi Dull DTY 2H SET SIM,Semi Dull,"1,136.00","2,139.00",0.00,,"3,275.00",,0.00,"-4,060.00",-785.00,2025-06-27,$1.75 ,"$5,731.25 "
18789,CFAB,MINIFIBERS,1/150/50 100% Polyethylene Soft White LLDPE - MUST HAVE APPROVAL TO USE THIS YARN,Soft White,50.00,,0.00,,50.00,CT,0.00,0.00,50.00,2025-06-27,$0.00 ,$0.00 
18790,CFAB,UNIFI,1/150/34 100% Polyester Natural 56T,Natural,"3,867.80",,0.00,,"3,867.80",,0.00,0.00,"3,867.80",2025-06-27,$1.95 ,"$7,542.21 "
18791,CFAB,PARKDALE YARN MILLS,26/1 55/45 Modacrylic/Karded Cotton Natural Protex C RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.60 ,$0.00 
18792,CFAB,PREMIERE FIBERS INC,1/70/23 100% FR Nylon Natural FR 66 FDY,Natural,259.00,,0.00,,259.00,,0.00,0.00,259.00,2025-06-27,$6.99 ,"$1,810.41 "
18793,CFAB,R BELDA LLORENS,16.5/1 50/50 Cotton/Reclaimed Cotton Dark Denim Organic Cotton and Reclaimed Denim Cotton 577DN4128 RS,Dark Denim,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$3.90 ,$0.00 
18794,CFAB,DECA GLOBAL,2/300/96 100% Polyester Black S&Z BSD DH HIM,Black,"1,551.00",,-182.77,,"1,368.23",CT,0.00,-12.55,"1,355.68",2025-06-27,$1.65 ,"$2,257.58 "
18795,CFAB,BUHLER QUALITY YARNS CORP,36/1 55/35/10 Modacrylic/Tencel/Twaron Natural Protex C - G100 - Natural Twaron MVS,Natural,"1,003.00",,0.00,,"1,003.00",,0.00,0.00,"1,003.00",2025-06-27,$9.88 ,"$9,909.64 "
18796,CFAB,HOLO,1/75/36 100% Polyester Semi Dull Celliant,Semi Dull,252.00,,0.00,,252.00,,0.00,0.00,252.00,2025-06-27,$0.00 ,$0.00 
18797,CFAB,CS AMERICA,1/150/96 100% Polyester Semi Dull Tex stretch SD 1H,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.82 ,$0.00 
18798,CFAB,HICKORY THROWING COMPANY,30/1 55/45 Polyester/Reclaimed Cotton Marino recyled poly/recycled cotton OE,Marino,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$3.90 ,$0.00 
18799,CFAB,UNIFI,1/70/34 100% Polyester Coyote Tex Set,Coyote,"1,110.00",,0.00,,"1,110.00",,0.00,0.00,"1,110.00",2025-06-27,$5.85 ,"$6,493.50 "
18800,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,24/1 100% Combed Cotton Meadow RS,Meadow,"1,060.00",,0.00,,"1,060.00",CT,0.00,0.00,"1,060.00",2025-06-27,$8.55 ,"$9,063.00 "
18801,CFAB,CS AMERICA,1/200/48 100% Polyester Semi Dull Textured,Semi Dull,61.00,,0.00,,61.00,,0.00,0.00,61.00,2025-06-27,$1.95 ,$118.95 
18802,CFAB,R BELDA LLORENS,16/1 70/30 Organic Cotton/Hemp Natural,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18803,CFAB,COAT,18/1 70/25/5 Pyro-tex/FR Rayon/Para-Aramid Natural RS,Natural,162.00,,0.00,,162.00,,0.00,0.00,162.00,2025-06-27,$14.92 ,"$2,417.04 "
18804,CFAB,BUHLER QUALITY YARNS CORP,30/1 60/30/10 Modacrylic/Tencel/Twaron Grey Protex A - Tencel G100-Black Twaron MVS,Grey,448.00,,0.00,,448.00,,0.00,-0.83,447.17,2025-06-27,$10.72 ,"$4,802.56 "
18805,CFAB,BUHLER QUALITY YARNS CORP,30/1 60/30/10 Modacrylic/Tencel/Twaron Natural Protex A - Tencel G100-Natural Twaron MVS,Natural,768.00,,0.00,,768.00,,0.00,0.00,768.00,2025-06-27,$9.90 ,"$7,603.20 "
18806,CFAB,PROMPTEX YARNS INC,1/75/36 100% Polyester Semi Dull whites only,Semi Dull,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.13 ,$0.00 
18807,CFAB,FERR,24/1 52/48 Recycled Cotton/Polyester Limon 878 RS,Limon,96.00,,0.00,,96.00,,0.00,0.00,96.00,2025-06-27,$4.25 ,$408.00 
18808,CFAB,BUHLER QUALITY YARNS CORP,30/1 100% Combed Cotton Natural Supima MVS,Natural,"1,381.00",,0.00,,"1,381.00",,0.00,0.00,"1,381.00",2025-06-27,$5.50 ,"$7,595.50 "
18809,CFAB,COAT,26/1 100% Nomex Black,Black,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18810,CFAB,MILLIKEN,26/1 100% Nomex Camo Tan MVS,Camo Tan,81.00,,0.00,,81.00,,0.00,0.00,81.00,2025-06-27,$0.00 ,$0.00 
18811,CFAB,COAT,26/1 100% Nomex Freedom Sage,Freedom Sage,755.00,,0.00,,755.00,,0.00,-1.60,753.40,2025-06-27,$0.00 ,$0.00 
18812,CFAB,MILLIKEN,26/1 100% Nomex Freedom Sage,Freedom Sage,84.00,,0.00,,84.00,,0.00,0.00,84.00,2025-06-27,$0.00 ,$0.00 
18813,CFAB,FILS,26/1 100% Nomex Tan 499,Tan 499,723.00,,0.00,,723.00,,0.00,-1.60,721.40,2025-06-27,$11.00 ,"$7,953.00 "
18814,CFAB,The LYCRA Company LLC,1/88/68 100% Nylon Natural Filtex,Natural,244.00,,0.00,,244.00,,0.00,0.00,244.00,2025-06-27,$0.00 ,$0.00 
18815,CFAB,UNIFI,1/70/68 100% Polyester Natural 92T - Set - Tacks,Natural,768.70,,0.00,,768.70,,0.00,0.00,768.70,2025-06-27,$0.95 ,$730.27 
18816,CFAB,SHAN,1/78/144 100% Polyester Natural Cationic Disperse,Natural,131.00,,0.00,,131.00,,0.00,0.00,131.00,2025-06-27,$0.00 ,$0.00 
18817,CFAB,UNIFI,2/70/68 100% Polyester Natural Cationic,Natural,412.40,,0.00,,412.40,,0.00,-50.00,362.40,2025-06-27,$0.00 ,$0.00 
18818,CFAB,SUED,1/100 100% Wool Pearl,Pearl,163.10,,0.00,,163.10,,0.00,0.00,163.10,2025-06-27,$0.00 ,$0.00 
18819,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Brown Mink,Brown Mink,525.00,,-15.98,,509.02,CT,0.00,0.00,509.02,2025-06-27,$3.36 ,"$1,710.30 "
18820,CFAB,Kurabo,24/1 50/30/15/5 Modacrylic/Cotton/POD/Nylon Natural Protex C RS,Natural,93.00,,0.00,,93.00,,0.00,0.00,93.00,2025-06-27,$0.00 ,$0.00 
18821,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,24/1 100% Combed Cotton Hazelnut RS,Hazelnut,811.00,,0.00,,811.00,CT,0.00,0.00,811.00,2025-06-27,$8.55 ,"$6,934.05 "
18822,CFAB,UNIFI,1/136/68 100% Polyester Natural Bright Softec (TM) 653 Flat,Natural Bright,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18823,CFAB,UNIFI,1/70/34 100% Polyester Natural Chillsense Repreve,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.86 ,$0.00 
18824,CFAB,CS AMERICA,2/75/72 100% Polyester Semi Dull,Semi Dull,"1,335.00",,-316.72,,"1,018.28",,0.00,-3.68,"1,014.59",2025-06-27,$1.75 ,"$1,781.98 "
18825,CFAB,UNIFI,3/300/72 100% Polyester Natural,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.20 ,$0.00 
18826,CFAB,DUNAWAY YARNS INC,20/2 100% Combed Cotton Natural GOTS RS,Natural,"3,013.00",,0.00,,"3,013.00",CT,0.00,0.00,"3,013.00",2025-06-27,$2.80 ,"$8,436.40 "
18827,CFAB,"EDPA USA, LLC",20/1 100% Combed Cotton Natural GOTS - organic ring compact RS,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$2.40 ,$0.00 
18828,CFAB,CS AMERICA,2/35/36 100% Polyester Semi Dull Cationic Disperse Virgin - twistech,Semi Dull,"1,339.00",,0.00,,"1,339.00",,0.00,0.00,"1,339.00",2025-06-27,$3.11 ,"$4,164.29 "
18829,CFAB,CS AMERICA,1/75/72 100% Polyester Black 7% Carbon Black,Black,586.00,,0.00,,586.00,,0.00,0.00,586.00,2025-06-27,$2.95 ,"$1,728.70 "
18830,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/69 100% Lurex Silver Metalic,Silver Metalic,88.00,,0.00,,88.00,CT,0.00,0.00,88.00,2025-06-27,$9.49 ,$835.12 
18832,CFAB,HICKORY THROWING COMPANY,30/1 60/40 Recycled Polyester/Recycled Cotton Marino OE,Marino,"1,377.70",,-752.59,,625.11,CT,0.00,-333.00,292.11,2025-06-27,$3.90 ,"$2,437.94 "
18833,CFAB,Nilit America Inc,1/78/68 100% Nylon Natural Z Breeze,Natural,42.00,,0.00,,42.00,,0.00,0.00,42.00,2025-06-27,$5.77 ,$242.34 
18834,CFAB,NANY,1/75/36 100% Polyester Semi Dull SET,Semi Dull,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.05 ,$0.00 
18835,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,20/1 100% Combed Cotton Caraway Organic - GOTS RS,Caraway,445.00,,0.00,,445.00,CT,0.00,0.00,445.00,2025-06-27,$6.34 ,"$2,821.30 "
18836,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,20/1 100% Combed Cotton Almond Organic - GOTS RS,Almond,362.00,,0.00,,362.00,CT,0.00,0.00,362.00,2025-06-27,$6.27 ,"$2,269.74 "
18837,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,20/1 100% Combed Cotton Walnut Organic - GOTS RS,Walnut,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18838,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,20/1 100% Combed Cotton Pasture Organic - GOTS RS,Pasture,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18839,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,24/1 100% Combed Cotton Caraway Organic - GOTS RS,Caraway,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18840,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,24/1 100% Combed Cotton Almond Organic - GOTS RS,Almond,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18841,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,24/1 100% Combed Cotton Walnut Organic - GOTS RS,Walnut,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18842,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,24/1 100% Combed Cotton Pasture Organic - GOTS RS,Pasture,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18843,CFAB,CAP YARNS LLC,6/1 55/45 Tencel/Zoltek Grey,Grey,172.00,,0.00,,172.00,CT,0.00,0.00,172.00,2025-06-27,$0.00 ,$0.00 
18844,CFAB,CAP YARNS LLC,20/1 55/45 Tencel/Zoltek Grey,Grey,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18845,CFAB,CS AMERICA,1/75/72 100% Polyester Natural Non Metered - Sub Standard - SET,Natural,"5,596.60","7,279.00","-6,079.51",,"6,796.09",CT,"8,721.00","-12,899.80","2,617.29",2025-06-27,$1.20 ,"$8,155.31 "
18846,CFAB,"MIKE BECKER, INC",1/300/144 100% Polypropylene Black,Black,66.00,,0.00,,66.00,,0.00,0.00,66.00,2025-06-27,$3.40 ,$224.40 
18847,CFAB,"MIKE BECKER, INC",1/300/144 100% Polypropylene White,White,82.00,,0.00,,82.00,CT,0.00,0.00,82.00,2025-06-27,$3.40 ,$278.80 
18848,CFAB,CELANESE,1/40/3 100% Elastoester Natural,Natural,541.20,,0.00,,541.20,,0.00,0.00,541.20,2025-06-27,$8.68 ,"$4,697.62 "
18849,CFAB,MINIFIBERS,1/150/50 100% Polyethylene Black MUST HAVE APPROVAL TO USE THIS YARN,Black,297.00,,0.00,,297.00,CT,0.00,0.00,297.00,2025-06-27,$4.97 ,"$1,476.09 "
18850,CFAB,BUHLER QUALITY YARNS CORP,46/1 100% Nomex Natural S Natural 450,Natural,286.00,,0.00,,286.00,,0.00,0.00,286.00,2025-06-27,$35.00 ,"$10,010.00 "
18851,CFAB,BUHLER QUALITY YARNS CORP,46/1 100% Nomex Heather S 90/10 Natural 450/N303 Black overall antistat %=.3%,Heather,0.00,,-340.17,,-340.17,,0.00,0.00,-340.17,2025-06-27,$40.91 ,"($13,916.35)"
18852,CFAB,SPUNLAB,20/1 60/40 Celliant/Polyester Natural,Natural,160.00,,0.00,,160.00,CT,0.00,0.00,160.00,2025-06-27,$5.39 ,$862.40 
18853,CFAB,PARKDALE YARN MILLS,18/1 98/2 Karded Cotton/Polyester Black 2% 2% Black Polyester,Black 2%,764.40,,0.00,,764.40,,0.00,0.00,764.40,2025-06-27,$1.57 ,"$1,200.11 "
18854,CFAB,PARKDALE YARN MILLS,30/1 98/2 Karded Cotton/Polyester Black 2% 2% Black Polyester OE,Black 2%,"2,946.10",,0.00,,"2,946.10",,0.00,0.00,"2,946.10",2025-06-27,$1.82 ,"$5,361.90 "
18855,CFAB,UNIFI,2/300/68 100% Polyester Natural Repreve,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$2.14 ,$0.00 
18856,CFAB,MINIFIBERS,1/300/100 100% Polyethylene Natural MUST HAVE APPROVAL TO USE THIS YARN,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$4.15 ,$0.00 
18857,CFAB,UNIFI,1/150/34 100% Polyester Black,Black,462.00,,0.00,,462.00,,0.00,0.00,462.00,2025-06-27,$2.05 ,$947.10 
18858,CFAB,BUHLER QUALITY YARNS CORP,28/1 50/35/15 Modacrylic/Tencel/Vectran Natural Z Protex C - G100 - Wax - Ecosil,Natural,171.00,,0.00,,171.00,,0.00,0.00,171.00,2025-06-27,$0.00 ,$0.00 
18859,CFAB,NANY,1/70/36 100% Polyester Semi Dull,Semi Dull,0.00,,0.00,,0.00,CT,"40,600.00",0.00,"40,600.00",2025-06-27,$1.05 ,$0.00 
18861,CFAB,HILL SPINNING MILL,24/1 100% Combed Cotton Natural RS,Natural,913.00,,-32.66,,880.34,,0.00,0.00,880.34,2025-06-27,$3.49 ,"$3,072.38 "
18863,CFAB,BUHLER QUALITY YARNS CORP,46/1 100% Nomex Natural Z Natural 450,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$35.31 ,$0.00 
18864,CFAB,BUHLER QUALITY YARNS CORP,46/1 100% Nomex Heather Z 90/10 Natural 450/N303 Black overall antistat %=.3%,Heather,36.00,,0.00,,36.00,CT,0.00,0.00,36.00,2025-06-27,$40.79 ,"$1,468.44 "
18865,CFAB,UNIFI,1/70/34 100% Polyester Natural Virgin 56T,Natural,"10,117.50","2,721.00","-7,898.93",,"4,939.57",CT,"16,649.00",-269.10,"21,319.47",2025-06-27,$1.12 ,"$5,532.32 "
18866,CFAB,DECA GLOBAL,1/150/96 100% Polyester OB,OB,711.00,,0.00,,711.00,CT,0.00,0.00,711.00,2025-06-27,$0.80 ,$568.80 
18867,CFAB,R BELDA LLORENS,30/1 50/50 Polyester/Reclaimed Cotton Anthracite 057,Anthracite,66.00,,0.00,,66.00,CT,0.00,0.00,66.00,2025-06-27,$3.15 ,$207.90 
18868,CFAB,FERR,30/1 60/40 Recycled Polyester/Recycled Cotton Anil,Anil,"1,053.20",,"-1,547.24",,-494.04,CT,0.00,0.00,-494.04,2025-06-27,$3.90 ,"($1,926.76)"
18869,CFAB,UNIFI,1/150/34 100% Polyester Black SET Sorbtek,Black,"5,326.50",,-978.35,,"4,348.15",,0.00,-474.70,"3,873.45",2025-06-27,$2.90 ,"$12,609.63 "
18870,CFAB,BUHLER QUALITY YARNS CORP,10/2 80/20 PPS/Glass Natural,Natural,561.70,,-723.91,,-162.21,,"14,000.00","-13,323.95",513.84,2025-06-27,$9.41 ,"($1,526.39)"
18871,CFAB,"BIELTEX, S.L.",30/1 100% Polyester OB,OB,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.20 ,$0.00 
18872,CFAB,PARKDALE YARN MILLS,30/1 98/2 Polyester Ash 2% 2% Black Polyester OE,Ash 2%,"14,403.10",,"-2,217.42",,"12,185.68",CT,0.00,"-3,698.10","8,487.58",2025-06-27,$2.06 ,"$25,102.51 "
18873,CFAB,INMAN MILLS,12/1 100% Rayon Natural FR,Natural,564.30,,0.00,,564.30,,0.00,0.00,564.30,2025-06-27,$3.42 ,"$1,929.91 "
18874,CFAB,PARKDALE YARN MILLS,20/1 50/50 Karded Cotton/Polyester Black 50% OE,Black 50%,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.69 ,$0.00 
18875,CFAB,VERTEX,1/300/120 100% Polyethylene White Bio upcycle-based RW 3212,White Bio,"3,243.60",,-22.38,,"3,221.22",,0.00,0.00,"3,221.22",2025-06-27,$5.40 ,"$17,394.59 "
18876,CFAB,DUNAWAY YARNS INC,20/1 100% Combed Cotton Natural GOTS RS,Natural,973.00,,0.00,,973.00,CT,0.00,0.00,973.00,2025-06-27,$2.65 ,"$2,578.45 "
18877,CFAB,The LYCRA Company LLC,1/140/68 100% Nylon Semi Dull R3522 A TU N6 2.0-3.6 1P8JF 2100030970,Semi Dull,591.00,,0.00,,591.00,,0.00,0.00,591.00,2025-06-27,$3.65 ,"$2,157.15 "
18878,CFAB,DECA GLOBAL,18/1 65/35 Polyester/Cotton Black 65%,Black 65%,"2,746.00",,-278.45,,"2,467.55",,0.00,0.00,"2,467.55",2025-06-27,$1.49 ,"$3,676.66 "
18879,CFAB,DECA GLOBAL,40/1 100% Combed Cotton Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.70 ,$0.00 
18880,CFAB,BUHLER QUALITY YARNS CORP,26/1 100% Para-Aramid Black S,Black,77.00,,0.00,,77.00,,0.00,0.00,77.00,2025-06-27,$33.03 ,"$2,543.31 "
18881,CFAB,BUHLER QUALITY YARNS CORP,26/1 100% Para-Aramid Black Z,Black,63.00,,0.00,,63.00,,0.00,0.00,63.00,2025-06-27,$32.82 ,"$2,067.66 "
18882,CFAB,"KB22, INC",40/1 100% Combed Cotton Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.19 ,$0.00 
18883,CFAB,UNIFI,1/70/68 100% Polyester Natural whites only,Natural,"1,101.20",,-4.38,,"1,096.82",,0.00,0.00,"1,096.82",2025-06-27,$1.20 ,"$1,316.18 "
